Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
1,1,1,-162.0,-110.0,1000.0938,858.0112,,,
2,1,2,-156.0,-110.0,1140.8113,2028.5725,,,
3,1,3,-150.0,-110.0,1117.6425,1555.475,,,
4,1,4,-144.0,-110.0,1085.0062,1504.04,,,
5,1,5,-138.0,-110.0,1039.9825,1698.9537,,,
9,2,1,-174.0,-104.0,563.9012,70.7337,7972167.0,36133052.0,36.1331
8,2,2,-168.0,-104.0,540.4625,346.7625,1558595.75,7064179.5,7.0642
7,2,3,-162.0,-104.0,797.2675,583.4637,1366439.0,6193248.5,6.1932
6,2,4,-156.0,-104.0,892.6063,1035.6338,861893.8125,3906447.75,3.9064
5,2,5,-150.0,-104.0,1027.145,1043.3263,984490.6875,4462105.5,4.4621
4,2,6,-144.0,-104.0,1051.4187,1166.7338,901164.3125,4084437.25,4.0844
3,2,7,-138.0,-104.0,1097.98,911.1,1205114.75,5462062.5,5.4621
2,2,8,-132.0,-104.0,822.0137,642.2338,1279929.25,5801151.5,5.8012
1,2,9,-126.0,-104.0,765.1487,727.6362,1051554.0,4766063.5,4.7661
10,3,1,-180.0,-98.0,582.2775,38.95,14949360.0,67756480.0,67.7565
11,3,2,-174.0,-98.0,419.6575,167.985,2498184.5,11322772.0,11.3228
12,3,3,-168.0,-98.0,633.02,899.5975,703670.3125,3189315.5,3.1893
13,3,4,-162.0,-98.0,123.5025,1879.2762,65718.125,297860.8437,0.2979
14,3,5,-156.0,-98.0,744.155,791.9037,939703.9375,4259114.0,4.2591
15,3,6,-150.0,-98.0,951.4288,496.73,1915384.125,8681287.0,8.6813
16,3,7,-144.0,-98.0,993.7675,583.2612,1703812.125,7722358.5,7.7224
17,3,8,-138.0,-98.0,1129.9926,621.2863,1818795.375,8243508.5,8.2435
18,3,9,-132.0,-98.0,1079.9187,544.9738,1981597.875,8981394.0,8.9814
19,3,10,-126.0,-98.0,899.5438,275.7638,3262009.0,14784730.0,14.7847
20,3,11,-120.0,-98.0,979.6838,254.4787,3849766.75,17448684.0,17.4487
33,4,1,-186.0,-92.0,1330.13,78.4762,16949462.0,76821744.0,76.8217
32,4,2,-180.0,-92.0,295.2137,179.5437,1644244.125,7452372.5,7.4524
31,4,3,-174.0,-92.0,397.33,358.3475,1108784.125,5025453.5,5.0255
30,4,4,-168.0,-92.0,643.05,184.7863,3479966.75,15772602.0,15.7726
29,4,5,-162.0,-92.0,277.1575,683.43,405539.0,1838065.0,1.8381
28,4,6,-156.0,-92.0,409.6388,565.1287,724859.25,3285352.25,3.2854
27,4,7,-150.0,-92.0,1022.4175,970.3387,1053670.75,4775657.5,4.7757
26,4,8,-144.0,-92.0,669.2762,457.6375,1462459.375,6628451.0,6.6285
25,4,9,-138.0,-92.0,1071.9237,1908.4375,561676.0625,2545740.75,2.5457
24,4,10,-132.0,-92.0,807.5862,139.5788,5785882.5,26223934.0,26.2239
23,4,11,-126.0,-92.0,672.4813,99.1537,6782207.5,30739678.0,30.7397
22,4,12,-120.0,-92.0,771.2662,107.1712,7196578.0,32617772.0,32.6178
21,4,13,-114.0,-92.0,856.7612,130.9225,6544034.0,29660180.0,29.6602
34,5,1,-186.0,-86.0,272.3438,76.8463,3544008.5,16062865.0,16.0629
35,5,2,-180.0,-86.0,211.9275,88.5938,2392127.25,10842078.0,10.8421
36,5,3,-174.0,-86.0,537.8187,95.6813,5620941.5,25476356.0,25.4764
37,5,4,-168.0,-86.0,183.68,124.755,1472325.875,6673170.0,6.6732
38,5,5,-162.0,-86.0,315.9138,241.0237,1310716.375,5940691.0,5.9407
39,5,6,-156.0,-86.0,311.8062,184.7762,1687480.25,7648335.5,7.6483
40,5,7,-150.0,-86.0,654.8463,131.2075,4990921.0,22620850.0,22.6209
41,5,8,-144.0,-86.0,347.2762,158.51,2190879.25,9929941.0,9.9299
42,5,9,-138.0,-86.0,402.875,86.23,4672098.0,21175818.0,21.1758
43,5,10,-132.0,-86.0,465.1412,76.8587,6051897.0,27429618.0,27.4296
44,5,11,-126.0,-86.0,518.475,90.4662,5731143.0,25975834.0,25.9758
45,5,12,-120.0,-86.0,824.15,136.9025,6019978.5,27284952.0,27.285
46,5,13,-114.0,-86.0,932.16,298.5988,3121781.25,14149162.0,14.1492
66,6,1,-192.0,-80.0,542.6788,194.5225,,,
59,6,2,-186.0,-80.0,715.5087,97.455,7341940.0,33276610.0,33.2766
58,6,3,-180.0,-80.0,412.9075,73.4,5625443.5,25496760.0,25.4968
57,6,4,-174.0,-80.0,312.835,90.4075,3460277.25,15683361.0,15.6834
56,6,5,-168.0,-80.0,280.1725,57.5363,4869495.0,22070500.0,22.0705
55,6,6,-162.0,-80.0,237.8325,63.7463,3730925.75,16910048.0,16.91
54,6,7,-156.0,-80.0,323.2737,75.8063,4264473.0,19328298.0,19.3283
53,6,8,-150.0,-80.0,265.3975,66.735,3976886.5,18024840.0,18.0248
52,6,9,-144.0,-80.0,332.1175,71.64,4635922.5,21011856.0,21.0119
51,6,10,-138.0,-80.0,388.04,76.5287,5070513.0,22981594.0,22.9816
50,6,11,-132.0,-80.0,529.5875,98.8887,5355387.5,24272760.0,24.2728
49,6,12,-126.0,-80.0,604.2675,112.5987,5366556.5,24323382.0,24.3234
48,6,13,-120.0,-80.0,1278.9437,229.79,5565707.0,25226012.0,25.226
47,6,14,-114.0,-80.0,1017.4512,639.2475,1591639.0,7213945.0,7.2139
52,6,15,-108.0,-80.0,1136.7712,329.2312,,,
67,7,1,-192.0,-74.0,1069.7476,166.5363,,,
60,7,2,-186.0,-74.0,801.7488,68.76,11660105.0,52848260.0,52.8483
61,7,3,-180.0,-74.0,221.5013,60.3212,3672027.25,16643097.0,16.6431
62,7,4,-174.0,-74.0,677.9225,34.1475,19852774.0,89980712.0,89.9807
63,7,5,-168.0,-74.0,305.87,47.9712,6376111.0,28899086.0,28.8991
64,7,6,-162.0,-74.0,308.545,51.595,5980134.0,27104360.0,27.1044
65,7,7,-156.0,-74.0,321.6112,52.7037,6102246.0,27657820.0,27.6578
66,7,8,-150.0,-74.0,333.2275,62.11,5365119.0,24316866.0,24.3169
67,7,9,-144.0,-74.0,383.1775,73.5225,5211704.0,23621528.0,23.6215
68,7,10,-138.0,-74.0,458.2913,79.9962,5728910.5,25965714.0,25.9657
