Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
1,2,9,-126.0,-104.0,1216.5837,2047.9375,594053.2500,2692487.0000,2.6925
2,2,8,-132.0,-104.0,1506.6737,847.3075,1778190.1250,8059469.0000,8.0595
3,2,7,-138.0,-104.0,1178.1324,751.8450,1566988.7500,7102220.0000,7.1022
4,2,6,-144.0,-104.0,1093.7375,1073.2913,1019050.1250,4618743.0000,4.6187
5,2,5,-150.0,-104.0,984.1113,847.3287,1161428.0000,5264056.5000,5.2641
6,2,4,-156.0,-104.0,1061.4237,979.6700,1083450.3750,4910630.5000,4.9106
7,2,3,-162.0,-104.0,797.5500,533.8362,1493997.5000,6771394.5000,6.7714
8,2,2,-168.0,-104.0,512.2075,239.8087,2135900.2500,9680755.0000,9.6808
9,2,1,-174.0,-104.0,409.4887,1375.3538,297733.4062,1349446.8750,1.3494
10,3,1,-180.0,-98.0,920.9925,686.3175,1341933.6250,6082180.0000,6.0822
11,3,2,-174.0,-98.0,675.9512,1043.2725,647914.3750,2936607.2500,2.9366
12,3,3,-168.0,-98.0,119.8988,709.9288,168888.4375,765470.0000,0.7655
13,3,4,-162.0,-98.0,642.9888,481.7162,1334787.3750,6049790.5000,6.0498
14,3,5,-156.0,-98.0,681.4713,705.8762,965426.0000,4375697.0000,4.3757
15,3,6,-150.0,-98.0,806.7737,886.0862,910491.2500,4126710.7500,4.1267
16,3,7,-144.0,-98.0,1002.6525,863.7375,1160830.2500,5261347.0000,5.2613
17,3,8,-138.0,-98.0,1106.4850,1215.4175,910374.4375,4126181.2500,4.1262
18,3,9,-132.0,-98.0,1157.5750,760.1425,1522839.5000,6902118.0000,6.9021
19,3,10,-126.0,-98.0,884.8925,282.5250,3132085.7500,14195866.0000,14.1959
20,3,11,-120.0,-98.0,968.1725,304.0275,3184490.0000,14433383.0000,14.4334
21,4,13,-114.0,-92.0,848.0388,153.8825,5510950.5000,24977832.0000,24.9778
22,4,12,-120.0,-92.0,631.7300,130.5488,4839035.5000,21932446.0000,21.9324
23,4,11,-126.0,-92.0,621.7863,117.5738,5288478.5000,23969500.0000,23.9695
24,4,10,-132.0,-92.0,779.9625,177.7988,4386771.5000,19882604.0000,19.8826
25,4,9,-138.0,-92.0,941.7125,1391.3175,676849.5000,3067752.7500,3.0678
26,4,8,-144.0,-92.0,479.0262,279.0150,1716847.6250,7781440.5000,7.7814
27,4,7,-150.0,-92.0,606.6763,341.1875,1778131.6250,8059204.0000,8.0592
28,4,6,-156.0,-92.0,397.9838,503.2487,790829.1250,3584354.0000,3.5844
29,4,5,-162.0,-92.0,490.4475,760.1700,645181.3750,2924220.2500,2.9242
30,4,4,-168.0,-92.0,503.8263,157.9688,3189404.7500,14455659.0000,14.4557
31,4,3,-174.0,-92.0,154.2350,452.1913,341083.5625,1545927.1250,1.5459
32,4,2,-180.0,-92.0,230.8087,422.0000,546940.1875,2478951.7500,2.4790
33,4,1,-186.0,-92.0,1416.3625,106.0338,13357658.0000,60542252.0000,60.5423
34,5,1,-186.0,-86.0,641.1650,80.6500,7949969.0000,36032440.0000,36.0324
35,5,2,-180.0,-86.0,354.0025,105.0912,3368525.2500,15267504.0000,15.2675
36,5,3,-174.0,-86.0,431.5375,93.0000,4640188.5000,21031190.0000,21.0312
37,5,4,-168.0,-86.0,131.0100,152.0137,861829.8750,3906157.7500,3.9062
38,5,5,-162.0,-86.0,56.1150,146.8175,382209.2500,1732325.2500,1.7323
39,5,6,-156.0,-86.0,560.6000,635.5325,882094.9375,3998007.2500,3.9980
40,5,7,-150.0,-86.0,398.5988,138.3075,2881975.0000,13062264.0000,13.0623
41,5,8,-144.0,-86.0,266.9237,229.9888,1160594.7500,5260280.0000,5.2603
42,5,9,-138.0,-86.0,494.1725,92.9275,5317828.5000,24102526.0000,24.1025
43,5,10,-132.0,-86.0,530.7637,111.2050,4772840.5000,21632422.0000,21.6324
44,5,11,-126.0,-86.0,601.3613,121.9062,4932981.5000,22358246.0000,22.3582
45,5,12,-120.0,-86.0,731.1950,156.5638,4670270.5000,21167534.0000,21.1675
46,5,13,-114.0,-86.0,989.8025,314.6112,3146113.2500,14259444.0000,14.2594
47,6,14,-114.0,-80.0,1097.2500,577.9062,1898664.6250,8605508.0000,8.6055
48,6,13,-120.0,-80.0,1230.0737,259.3612,4742705.0000,21495836.0000,21.4958
49,6,12,-126.0,-80.0,721.5000,121.3025,5947940.0000,26958444.0000,26.9584
50,6,11,-132.0,-80.0,498.5075,130.1087,3831468.2500,17365748.0000,17.3657
51,6,10,-138.0,-80.0,425.2075,89.6787,4741452.0000,21490158.0000,21.4902
52,6,9,-144.0,-80.0,374.4513,79.9825,4681665.0000,21219180.0000,21.2192
53,6,8,-150.0,-80.0,364.0738,77.3363,4707673.0000,21337058.0000,21.3371
54,6,7,-156.0,-80.0,324.7513,68.7500,4723654.5000,21409492.0000,21.4095
55,6,6,-162.0,-80.0,381.4587,68.4350,5574030.0000,25263734.0000,25.2637
56,6,5,-168.0,-80.0,330.8488,67.9500,4869003.5000,22068272.0000,22.0683
57,6,4,-174.0,-80.0,361.1988,72.0563,5012734.0000,22719716.0000,22.7197
58,6,3,-180.0,-80.0,317.0000,88.3375,3588510.0000,16264563.0000,16.2646
59,6,2,-186.0,-80.0,427.1613,165.9475,2574074.7500,11666737.0000,11.6667
60,7,2,-186.0,-74.0,473.6913,83.2462,5690242.0000,25790454.0000,25.7905
61,7,3,-180.0,-74.0,301.7538,76.8250,3927806.7500,17802392.0000,17.8024
62,7,4,-174.0,-74.0,328.5300,57.4000,5723519.5000,25941280.0000,25.9413
63,7,5,-168.0,-74.0,345.4937,61.4512,5622242.0000,25482250.0000,25.4823
64,7,6,-162.0,-74.0,527.2850,61.9325,8513865.0000,38588244.0000,38.5882
65,7,7,-156.0,-74.0,375.6500,60.7875,6179725.0000,28008986.0000,28.0090
66,7,8,-150.0,-74.0,380.5713,72.1375,5275637.5000,23911300.0000,23.9113
67,7,9,-144.0,-74.0,376.8675,90.0575,4184743.2500,18966930.0000,18.9669
68,7,10,-138.0,-74.0,377.4325,104.7125,3604465.0000,16336878.0000,16.3369
69,7,11,-132.0,-74.0,480.9325,119.6675,4018906.5000,18215292.0000,18.2153
70,7,12,-126.0,-74.0,988.6763,163.9475,6030445.0000,27332390.0000,27.3324
71,7,13,-120.0,-74.0,999.3700,259.8362,3846153.0000,17432304.0000,17.4323
72,7,14,-114.0,-74.0,1075.1887,396.9925,2708335.2500,12275259.0000,12.2753
73,8,14,-114.0,-68.0,341.8112,116.6600,2929978.2500,13279834.0000,13.2798
74,8,13,-120.0,-68.0,541.9400,113.3737,4780119.0000,21665412.0000,21.6654
75,8,12,-126.0,-68.0,843.5388,157.7825,5346213.0000,24231176.0000,24.2312
76,8,11,-132.0,-68.0,837.5550,136.6275,6130209.0000,27784560.0000,27.7846
77,8,10,-138.0,-68.0,537.5862,107.4075,5005109.0000,22685156.0000,22.6852
78,8,9,-144.0,-68.0,357.0500,82.8475,4309725.5000,19533400.0000,19.5334
79,8,8,-150.0,-68.0,357.6275,80.1988,4459265.5000,20211176.0000,20.2112
80,8,7,-156.0,-68.0,395.7188,70.6700,5599530.0000,25379310.0000,25.3793
81,8,6,-162.0,-68.0,391.1600,60.2363,6493764.0000,29432336.0000,29.4323
82,8,5,-168.0,-68.0,388.0100,47.7112,8132464.0000,36859580.0000,36.8596
83,8,4,-174.0,-68.0,359.7538,52.2137,6890019.5000,31228326.0000,31.2283
84,8,3,-180.0,-68.0,375.0750,53.5262,7007310.5000,31759936.0000,31.7599
85,8,2,-186.0,-68.0,336.5287,56.9062,5913740.5000,26803438.0000,26.8034
86,9,2,-186.0,-62.0,320.3125,137.5900,2328022.0000,10551527.0000,10.5515
87,9,3,-180.0,-62.0,282.9700,59.3387,4768722.0000,21613756.0000,21.6138
88,9,4,-174.0,-62.0,393.0162,46.0988,8525529.0000,38641108.0000,38.6411
89,9,5,-168.0,-62.0,369.3087,52.2600,7066758.5000,32029378.0000,32.0294
90,9,6,-162.0,-62.0,346.8775,54.4512,6370423.5000,28873308.0000,28.8733
91,9,7,-156.0,-62.0,422.2975,56.3112,7499345.0000,33990032.0000,33.9900
92,9,8,-150.0,-62.0,424.6762,67.8625,6257893.0000,28363276.0000,28.3633
93,9,9,-144.0,-62.0,451.4375,88.8112,5083112.0000,23038698.0000,23.0387
94,9,10,-138.0,-62.0,420.8750,69.2688,6075971.5000,27538734.0000,27.5387
95,9,11,-132.0,-62.0,424.8563,66.6687,6372645.5000,28883380.0000,28.8834
96,9,12,-126.0,-62.0,478.4925,69.6125,6873657.5000,31154166.0000,31.1542
97,9,13,-120.0,-62.0,468.6338,70.6800,6630358.5000,30051438.0000,30.0514
